"","wijk_code","n","wijk_name"
"2377","WK034013","4605","Wijk 13 Elst"
"2378","WK059701","4810","Centrum"
"2379","WK059702","3540","West"
"2380","WK059703","6150","Oost"
"2381","WK059704","8105","Drievliet"
"2382","WK059705","3670","Het Zand"
"2383","WK059706","9425","Slikkerveer"
"2384","WK059707","7970","Bolnes"
"2385","WK059708","3195","Rijsoord"
"2386","WK059709","665","Oostendam"
"2387","WK059710","185","Donkersloot"
"2388","WK059711","0","Verenambacht"
"2389","WK059712","15","Cornelisland"
"2390","WK174200","5805","Wijk 00 Stad Rijssen"
"2391","WK174202","750","Wijk 02 Buitengebied Rijssen"
"2392","WK174203","6960","Wijk 03 Holten"
"2393","WK174204","40","Wijk 04 Bedrijventerrein Holten"
"2394","WK174205","2445","Wijk 05 Buitengebied Holten"
"2395","WK174207","390","Wijk 07 Bedrijventerrein Rijssen"
"2396","WK174208","150","Wijk 08 Recreatiegebied De Borkeld"
"2397","WK174209","7150","Wijk 09 Stadsrand Rijssen Noord"
"2398","WK174210","12600","Wijk 10 Stadsrand Rijssen Zuid"
"2399","WK174211","2395","Wijk 11 Stadsrand Rijssen Oost"
"2400","WK060301","4715","Wijk 01"
"2401","WK060302","10490","Wijk 02"
"2402","WK060303","370","Wijk 03"
"2403","WK060304","5125","Wijk 04"
"2404","WK060305","1405","Wijk 05"
"2405","WK060306","6665","Wijk 06"
"2406","WK060307","4480","Wijk 07"
"2407","WK060308","8675","Wijk 08"
"2408","WK060309","9130","Wijk 09"
"2409","WK060310","7125","Wijk 10"
"2410","WK060311","1465","Wijk 11"
"2411","WK166901","3100","Montfort"
"2412","WK166902","3355","Sint Odiliënberg"
"2413","WK166903","3705","Melick"
"2414","WK166904","4030","Posterholt"
"2415","WK166905","4250","Herkenbosch"
"2416","WK166906","2370","Vlodrop"
"2417","WK095700","11430","Wijk 00 Centrum"
"2418","WK095701","6315","Wijk 01 Roermond-Oost"
"2419","WK095702","6205","Wijk 02 Roermond-Zuid"
"2420","WK095703","7760","Wijk 03 Maasniel"
"2421","WK095704","7210","Wijk 04 Donderberg"
"2422","WK095705","3270","Wijk 05 Hoogvonderen"
"2423","WK095706","1180","Wijk 06 Asenray"
"2424","WK095707","8375","Wijk 07 Herten"
"2425","WK095708","8885","Wijk 08 Swalmen"
"2426","WK095709","110","Wijk 09 Maasplassen"
"2427","WK073601","16275","Mijdrecht"
"2428","WK073602","895","de Hoef"
"2429","WK073603","980","Amstelhoek"
"2430","WK073604","9600","Vinkeveen"
"2431","WK073605","795","Waverveen"
"2432","WK073606","7550","Wilnis"
"2433","WK073607","8260","Abcoude"
"2434","WK073608","1455","Baambrugge"
"2435","WK167400","7060","Wijk 00 Centrum"
"2436","WK167401","5565","Wijk 01 Oost"
"2437","WK167402","7605","Wijk 02 Noord"
"2438","WK167403","7640","Wijk 03 West"
"2439","WK167404","10840","Wijk 04 Groot Kroeven"
"2440","WK167405","5120","Wijk 05 Langdonk"
"2441","WK167406","11060","Wijk 06 Kortendijk"
"2442","WK167407","11795","Wijk 07 Tolberg"
"2443","WK167408","550","Wijk 08 Industriegebieden"
"2444","WK167410","1810","Wijk 10 Nispen"
"2445","WK167411","4850","Wijk 11 Wouw"
"2446","WK167412","1860","Wijk 12 Heerle"
"2447","WK167413","610","Wijk 13 Moerstraten"
"2448","WK167414","1205","Wijk 14 Wouwse Plantage"
"2449","WK059901","42565","Rotterdam Centrum"
"2450","WK059903","77250","Delfshaven"
"2451","WK059904","20205","Overschie"
"2452","WK059905","52795","Noord"
"2453","WK059906","44855","Hillegersberg-Schiebroek"
"2454","WK059908","56010","Kralingen-Crooswijk"
"2455","WK059910","79440","Feijenoord"
"2456","WK059912","62670","IJsselmonde"
"2457","WK059913","4965","Pernis"
"2458","WK059914","97430","Prins Alexander"
"2459","WK059915","70525","Charlois"
"2460","WK059916","36180","Hoogvliet"
"2461","WK059917","10565","Hoek van Holland"
"2462","WK059918","70","Spaanse Polder"
"2463","WK059919","2410","Nieuw Mathenesse"
"2464","WK059921","35","Waalhaven-Eemhaven"
"2465","WK059922","0","Vondelingenplaat"
"2466","WK059923","15","Botlek-Europoort-Maasvlakte"
"2467","WK059924","5","Rotterdam-Noord-West"
"2468","WK059925","0","Rivium"
"2469","WK059927","12605","Rozenburg"
"2470","WK027700","1830","Wijk 00"
"2471","WK084000","5095","Wijk 00 Rucphen"
"2472","WK084001","9635","Wijk 01 Sint Willebrord"
"2473","WK084002","5390","Wijk 02 Sprundel"
"2474","WK084003","1720","Wijk 03 Schijf"
"2475","WK084004","2080","Wijk 04 Zegge"
"2476","WK044101","2120","Schagerbrug"
"2477","WK044102","2010","Schagen-Zuid"
"2478","WK044103","885","Burgerbrug"
"2479","WK044104","1845","Sint Maarten"
"2480","WK044105","6095","Warmenhuizen"
"2481","WK044106","3855","Tuitjenhorn"
"2482","WK044107","2765","Waarland"
"2483","WK044108","1690","Dirkshorn"
"2484","WK044109","705","Oudesluis"
"2485","WK044110","3410","Schagen-Centrum"
"2486","WK044111","1650","Petten"
"2487","WK044112","735","Sint Maartensbrug"
"2488","WK044113","2630","t Zand"
"2489","WK044114","665","Sint Maartensvlotbrug"
"2490","WK044115","2405","Callantsoog"
"2491","WK044116","4590","Schagen-West"
"2492","WK044117","4405","Schagen-Oost"
"2493","WK044118","5295","Schagen-Noord"
"2494","WK027900","10345","Wijk 00"
"2495","WK060600","5300","Wijk 00 Centrum"
"2496","WK060601","11490","Wijk 01 Oost"
"2497","WK060602","20","Wijk 02 Schiedamse Havens"
"2498","WK060603","13110","Wijk 03 West"
"2499","WK060604","6325","Wijk 04 Zuid"
"2500","WK060605","5530","Wijk 05 Kethel"
"2501","WK060606","14760","Wijk 06 Nieuwland"
"2502","WK060607","9655","Wijk 07 Groenoord"
"2503","WK060608","15","Wijk 08 Industrie"
"2504","WK060609","7320","Wijk 09 Woudhoek"
"2505","WK060610","7880","Wijk 10 Spaland en Sveaparken"
"2506","WK060611","430","Wijk 11 Polderbuitengebied"
"2507","WK008800","975","Wijk 00"
"2508","WK167600","12035","Wijk 00 Zierikzee"
"2509","WK167601","1290","Wijk 01 Brouwershaven"
"2510","WK167602","775","Wijk 02 Zonnemaire"
"2511","WK167603","965","Wijk 03 Dreischor"
"2512","WK167604","790","Wijk 04 Noordgouwe"
"2513","WK167605","3790","Wijk 05 Bruinisse"
"2514","WK167606","2760","Wijk 06 Nieuwerkerk"
"2515","WK167607","2705","Wijk 07 Oosterland"
"2516","WK167608","580","Wijk 08 Ouwerkerk"
"2517","WK167609","1315","Wijk 09 Scharendijke"
"2518","WK167610","1015","Wijk 10 Kerkwerve"
"2519","WK167611","350","Wijk 11 Ellemeet"
"2520","WK167612","4215","Wijk 12 Haamstede"
"2521","WK167613","1490","Wijk 13 Renesse"
"2522","WK167614","295","Wijk 14 Noordwelle"
"2523","WK167615","260","Wijk 15 Serooskerke"
"2524","WK096500","5220","Wijk 00 Simpelveld"
"2525","WK096501","5035","Wijk 01 Bocholtz"
"2526","WK084500","10755","Wijk 00 Sint-Michielsgestel"
"2527","WK084501","2190","Wijk 01 Gemonde"
"2528","WK084502","6735","Wijk 02 Den Dungen"
"2529","WK084503","8355","Wijk 03 Berlicum"
"2530","WK084504","2065","Wijk 04 Middelrode"
"2531","WK188300","6120","Wijk 00 Limbrichterveld"
"2532","WK188301","12865","Wijk 01 Sittard"
"2533","WK188302","18650","Wijk 02 Overhoven"
"2534","WK188303","4635","Wijk 03 Munstergeleen"
"2535","WK188304","5085","Wijk 04 Guttecoven"
"2536","WK188305","31485","Wijk 05 Geleen"
"2537","WK188306","8945","Wijk 06 Holtum-Born"
"2538","WK188307","4855","Wijk 07 Obbicht en Papenhoven"
"2539","WK061001","6815","Wijk 01 Sliedrecht-West"
"2540","WK061002","10270","Wijk 02 Sliedrecht-Centrum"
"2541","WK061003","8840","Wijk 03 Sliedrecht-Oost"
"2542","WK061004","345","Wijk 04 Sliedrecht-Noord"
"2543","WK171400","2385","Wijk 00 Sluis"
"2544","WK171401","265","Wijk 01 Retranchement"
"2545","WK171402","2450","Wijk 02 Aardenburg"
"2546","WK171403","945","Wijk 03 Eede"
"2547","WK171404","205","Wijk 04 Sint Kruis"
"2548","WK171405","4690","Wijk 05 Oostburg"
"2549","WK171406","460","Wijk 06 Zuidzande"
"2550","WK171407","685","Wijk 07 Cadzand"
"2551","WK171408","395","Wijk 08 Nieuwvliet"
"2552","WK171409","910","Wijk 09 Groede"
"2553","WK171410","4600","Wijk 10 Breskens"
"2554","WK171411","805","Wijk 11 Hoofdplaat"
"2555","WK171412","2475","Wijk 12 IJzendijke"
"2556","WK171413","1390","Wijk 13 Schoondijke"
"2557","WK171414","490","Wijk 14 Waterlandkerkje"
"2558","WK009001","1360","Centrum"
"2559","WK009002","5600","De Wiken"
"2560","WK009003","3905","De Singels"
"2561","WK009004","6565","De Drait"
"2562","WK009005","1930","Drachtstervaart"
"2563","WK009006","2740","De Venen"
"2564","WK009007","6060","De Folgeren"
"2565","WK009008","4490","De Swetten"
"2566","WK009009","3355","De Bouwen"
"2567","WK009010","4320","Noord-Oost"
"2568","WK009011","55","De Haven"
"2569","WK009012","530","Drachten Oost"
"2570","WK009013","4595","De Trisken"
"2571","WK009021","4250","Buitengebied Noord"
"2572","WK009022","3275","Buitengebied West"
"2573","WK009023","3625","Buitengebied Oost"
"2574","WK034201","9610","Wijk 01 't Hart-Soestdijk"
"2575","WK034202","3240","Wijk 02 Klaarwater"
"2576","WK034203","2340","Wijk 03 Boerenstreek"
"2577","WK034204","6315","Wijk 04 de Eng-Soest-Midden"
"2578","WK034205","4970","Wijk 05 Smitsveen"
"2579","WK034206","7245","Wijk 06 Overhees"
"2580","WK034207","6195","Wijk 07 Soest-Zuid"
"2581","WK034208","7770","Wijk 08 Soesterberg"
"2582","WK084700","11345","Someren dorp"
"2583","WK084701","1640","Lierop dorp"
"2584","WK084702","2315","Someren-Eind dorp"
"2585","WK084703","750","Someren-Heide dorp"
"2586","WK084704","1460","Buitengebied Someren"
"2587","WK084705","675","Buitengebied Lierop"
"2588","WK084706","1095","Buitengebied Someren-Eind"
"2589","WK084707","915","Buitengebied Someren-Heide"
"2590","WK084800","13140","Wijk 00 Son"
"2591","WK084801","4820","Wijk 01 Breugel"
"2592","WK003701","19005","Stadskanaal"
"2593","WK003702","7325","Musselkanaal"
"2594","WK003703","2960","Onstwedde"
"2595","WK003704","1525","Mussel"
"2596","WK003705","1195","Alteveer"
"2597","WK018000","9175","Wijk 00 Staphorst (kern)"
"2598","WK018001","3780","Wijk 01 Rouveen (kern)"
"2599","WK018002","405","Wijk 02 Rouveen (buitengebied)"
"2600","WK018003","1440","Wijk 03 Staphorst (buitengebied)"
"2601","WK018004","1575","Wijk 04 IJhorst"
"2602","WK018005","980","Wijk 05 Punthorst"
"2603","WK018006","320","Wijk 06 Lankhorst"
"2604","WK018007","60","Wijk 07 Klooster"
"2605","WK053201","205","Stede Broec Buitengebied"
"2606","WK053202","11680","Stede Broec Noord"
"2607","WK053203","10330","Stede Broec Zuid"
"2608","WK085100","13365","Wijk 00 Steenbergen"
"2609","WK085101","2445","Wijk 01 Kruisland"
"2610","WK085102","535","Wijk 02 De Heen"
"2611","WK085103","5855","Wijk 03 Dinteloord"
"2612","WK085104","2265","Wijk 04 Nieuw-Vossemeer"
"2613","WK170800","17515","Steenwijk"
"2614","WK170802","2705","Oldemarkt"
"2615","WK170803","225","Kalenberg"
"2616","WK170804","930","Kuinre"
"2617","WK170805","335","Blankenham"
"2618","WK170806","620","Scheerwolde"
"2619","WK170807","4390","Vollenhove"
"2620","WK170808","2565","Sint Jansklooster"
"2621","WK170810","590","Belt-Schutsloot"
"2622","WK170811","1715","Wanneperveen"
"2623","WK170816","1365","Blokzijl"
"2624","WK170817","2890","Giethoorn"
"2625","WK170818","605","Zuidveen"
"2626","WK170819","320","Onna"
"2627","WK170820","325","Kallenkote"
"2628","WK170821","595","Eesveen"
"2629","WK170822","490","De Bult"
"2630","WK170823","165","Baars"
"2631","WK170824","220","Witte Paarden"
"2632","WK170825","255","De Pol"
"2633","WK170826","900","Willemsoord"
"2634","WK170827","165","Marijenkampen"
"2635","WK170828","2180","Tuk"
"2636","WK170829","1885","Steenwijkerwold"
"2637","WK170830","260","Basse"
"2638","WK170831","395","Paasloo"
"2639","WK170832","80","IJsselham"
"2640","WK170833","565","Ossenzijl"
"2641","WK170834","165","Wetering"
"2642","WK170835","25","Nederland"
"2643","WK170836","45","Baarlo"
"2644","WK097100","10715","Wijk 00 Stein"
"2645","WK097101","8340","Wijk 01 Elsloo"
"2646","WK097102","5690","Wijk 02 Urmond"
"2647","WK190401","15930","Wijk 01 Maarssen"
"2648","WK190402","10680","Wijk 02 Breukelen"
"2649","WK190403","4475","Wijk 03 Loenen aan de Vecht"
"2650","WK190404","725","Wijk 04 Nieuwer Ter Aa"
"2651","WK190405","3465","Wijk 05 Kockengen"
"2652","WK190406","1985","Wijk 06 Vreeland"
"2653","WK190407","1785","Wijk 07 Tienhoven"
"2654","WK190408","1580","Wijk 08 Nigtevecht"
"2655","WK190409","500","Wijk 09 Nieuwersluis"
"2656","WK190410","505","Wijk 10 Loenersloot"
"2657","WK190411","610","Wijk 11 Oud Zuilen"
"2658","WK190412","23635","Wijk 12 Maarssenbroek"
"2659","WK190000","10100","Wijk 00 Bolsward"
"2660","WK190001","34850","Wijk 01 Sneek"
"2661","WK190002","5585","Wijk 02 Nijefurd"
"2662","WK190003","3460","Wijk 03 Koudum"
"2663","WK190004","2280","Wijk 04 Hemelum"
"2664","WK190005","3020","Wijk 05 IJlst"
"2665","WK190006","3300","Wijk 06 Zuid IJlst"
"2666","WK190007","2150","Wijk 07 Oost IJlst"
"2667","WK190008","1055","Wijk 08 West IJlst"
"2668","WK190009","1590","Wijk 09 Oosthem"
"2669","WK190010","1505","Wijk 10 Noordwest IJlst"
"2670","WK190011","1430","Wijk 11 Zuidoost IJlst"
"2671","WK190012","1670","Wijk 12 Woudsend"
"2672","WK190013","3955","Wijk 13 Bouwhoek"
"2673","WK190014","1225","Wijk 14 Weidestreek Oost"
"2674","WK190015","550","Wijk 15 Weidestreek West"
"2675","WK190016","1550","Wijk 16 Weidestreek Zuid"
"2676","WK190017","3300","Wijk 17 Makkum"
"2677","WK190018","755","Wijk 18 Weidestreek Zuidwest"
"2678","WK190019","1580","Wijk 19 Boarnsterhim"
"2679","WK190020","5510","Wijk 20 Littenseradiel"
"2680","WK071501","7080","Kern Axel"
"2681","WK071502","765","Buitengebied Axel"
"2682","WK071503","1260","Kern Biervliet"
"2683","WK071504","320","Buitengebied Biervliet"
"2684","WK071505","2315","Kern Hoek"
"2685","WK071506","525","Buitengebied Hoek"
"2686","WK071507","1875","Kern Koewacht"
"2687","WK071508","735","Buitengebied Koewacht"
"2688","WK071509","170","Kern Overslag"
"2689","WK071510","80","Buitengebied Overslag"
"2690","WK071511","1800","Kern Philippine"
"2691","WK071512","220","Buitengebied Philippine"
"2692","WK071513","3555","Kern Sas van Gent"
"2693","WK071514","370","Buitengebied Sas van Gent"
"2694","WK071515","2180","Kern Sluiskil"
"2695","WK071516","80","Buitengebied Sluiskil"
"2696","WK071517","170","Kern Spui"
"2697","WK071518","15","Buitengebied Spui"
"2698","WK071519","55","Buitengebied Terneuzen"
"2699","WK071520","2920","Terneuzen Centrum"
"2700","WK071521","10460","Terneuzen Noord"
"2701","WK071522","160","Terneuzen West"
"2702","WK071523","8055","Terneuzen Zuid"
"2703","WK071524","4400","Terneuzen Oost"
"2704","WK071525","1885","Kern Westdorpe"
"2705","WK071526","40","Buitengebied Westdorpe"
"2706","WK071527","1855","Kern Zaamslag"
"2707","WK071528","860","Buitengebied Zaamslag"
"2708","WK071529","715","Kern Zuiddorpe"
"2709","WK071530","195","Buitengebied Zuiddorpe"
"2710","WK009300","2540","Wijk 00 West-Terschelling"
"2711","WK009301","1275","Wijk 01 Midsland"
"2712","WK009302","305","Wijk 02 Formerum"
"2713","WK009303","140","Wijk 03 Lies"
"2714","WK009304","495","Wijk 04 Hoorn"
"2715","WK009305","140","Wijk 05 Oosterend"
"2716","WK044800","12425","Wijk 00 Het Oude Land en duingebied"
"2717","WK044801","1385","Wijk 01 Het Nieuwe Land"
"2718","WK152501","4645","Voorhout Oude Dorp"
"2719","WK152502","7455","Voorhout Oosthout"
"2720","WK152503","4035","Voorhout Hooghkamer"
"2721","WK152504","1135","Voorhout Buiten"
"2722","WK152511","4005","Sassenheim Midden"
"2723","WK152512","5845","Sassenheim Oost"
"2724","WK152513","140","Sassenheim Zuid"
"2725","WK152514","5985","Sassenheim West"
"2726","WK152515","110","Sassenheim buiten"
"2727","WK152521","4605","Warmond"
"2728","WK152522","505","Warmond buiten"
"2729","WK071600","8420","Tholen"
"2730","WK071601","1780","Poortvliet"
"2731","WK071602","1855","Scherpenisse"
"2732","WK071603","3570","Sint-Maartensdijk"
"2733","WK071604","1695","Stavenisse"
"2734","WK071605","4090","Sint-Annaland"
"2735","WK071606","2740","Oud-Vossemeer"
"2736","WK071607","2700","Sint Philipsland"
"2737","WK028100","20360","Tiel kern"
"2738","WK028101","10355","Tiel-Noord"
"2739","WK028102","1995","Wadenoijen en Kapel Avezaath"
"2740","WK028103","9660","Tiel-Zuid"
"2741","WK085510","8065","Binnenstad"
"2742","WK085511","6235","Hoogvenne"
"2743","WK085512","2335","Armhoef"
"2744","WK085513","1500","Jeruzalem"
"2745","WK085514","3410","Fatima"
"2746","WK085515","4445","Broekhoven"
"2747","WK085516","6355","Oerle"
"2748","WK085517","5810","Korvel"
"2749","WK085518","4260","Trouwlaan - Uitvindersbuurt"
"2750","WK085519","3035","Sint Anna"
"2751","WK085520","4985","Noordhoek"
"2752","WK085521","1615","Spoorzone Zuid"
"2753","WK085522","4320","Bouwmeester"
"2754","WK085523","7030","De Hasselt"
"2755","WK085524","4660","Het Goirke"
"2756","WK085525","7160","Groeseind-Hoefstraat"
"2757","WK085526","5825","Loven-Besterd"
"2758","WK085527","4560","Theresia"
"2759","WK085528","585","Spoorzone Noord"
"2760","WK085529","845","Kanaalzone"
"2761","WK085530","55","Moerenburg"
"2762","WK085531","610","De Leij"
"2763","WK085532","7385","Groenewoud"
"2764","WK085533","2215","Stappegoor"
"2765","WK085534","110","Bedrijventerrein Het Laar"
"2766","WK085535","5845","De Blaak"
"2767","WK085536","4240","Zorgvlied"
"2768","WK085537","6845","De Reit"
"2769","WK085538","12825","Het Zand"
"2770","WK085539","6050","Wandelbos Noord"
"2771","WK085540","2245","Wandelbos Zuid"
"2772","WK085541","20","De Oude Warande"
"2773","WK085542","7095","Stokhasselt"
"2774","WK085543","11910","Heikant"
"2775","WK085544","4820","Quirijnstok"
"2776","WK085545","530","Ind.terrein Loven"
"2777","WK085546","220","Bosscheweg"
"2778","WK085547","3895","Gesworen Hoek"
"2779","WK085548","4920","Huibeven"
"2780","WK085549","2650","Campenhoef"
"2781","WK085550","320","Heyhoef"
"2782","WK085551","2310","Heerevelden"
"2783","WK085552","2035","Dongewijk"
"2784","WK085553","5210","Tuindorp De Kievit"
"2785","WK085554","5835","Leeuwerik"
"2786","WK085555","3865","Dalem Noord"
"2787","WK085556","4215","Dalem Zuid"
"2788","WK085557","5635","Koolhoven"
"2789","WK085558","2865","Witbrant"
"2790","WK085559","45","Bedrijventerrein Kraaiven"
"2791","WK085560","105","Bedrijventerrein Vossenberg"
"2792","WK085561","15","De Katsbogten"
"2793","WK085562","25","Buitengebied Tilburg Zuid-Oost"
"2794","WK085563","860","Buitengebied Tilburg Zuid-West"
"2795","WK085564","250","Buitengebied Tilburg Noord-Oost"
"2796","WK085565","40","Buitengebied Tilburg Noord-West"
"2797","WK085566","14480","Berkel-Enschot"
"2798","WK085567","8730","Udenhout"
"2799","WK085568","1485","Biezenmortel"
"2800","WK018300","5860","Wijk 00 Tubbergen"
"2801","WK018301","3555","Wijk 01 Albergen"
"2802","WK018302","1615","Wijk 02 Harbrinkhoek"
"2803","WK018303","4285","Wijk 03 Geesteren"
"2804","WK018304","1295","Wijk 04 Langeveen"
"2805","WK018305","990","Wijk 05 Vasse"
"2806","WK018306","1275","Wijk 06 Reutum"
"2807","WK018307","905","Wijk 07 Fleringen"
"2808","WK018308","245","Wijk Mariaparochie"
"2809","WK018309","625","Wijk Manderveen"
"2810","WK018310","380","Wijk Mander"
"2811","WK018311","215","Wijk Hezingen"
"2812","WK018312","155","Wijk Haarle"
"2813","WK170001","12860","Vriezenveen (kern)"
"2814","WK170002","4660","Westerhaar-Vriezenveensewijk"
"2815","WK170003","5990","Den Ham"
"2816","WK170004","9485","Vroomshoop"
"2817","WK170005","885","Buitengebied Vriezenveen Noord"
"2818","WK170006","190","Buitengebied Vriezenveen Zuid"
"2819","WK173000","7400","Wijk 00 Zuidlaren"
"2820","WK173001","460","Wijk 01 De Groeve"
"2821","WK173002","320","Wijk 02 Zuidlaarderveen"
"2822","WK173003","340","Wijk 03 Midlaren"
"2823","WK173004","2265","Wijk 04 Westlaren"
"2824","WK173005","380","Wijk 05 Schuilingsoord"
"2825","WK173006","3985","Wijk 06 Paterswolde"
"2826","WK173007","7075","Wijk 07 Eelde"
"2827","WK173008","3210","Wijk 08 Eelderwolde"
"2828","WK173009","4210","Wijk 09 Vries"
"2829","WK173010","475","Wijk 10 Donderen"
"2830","WK173011","330","Wijk 11 Bunne"
"2831","WK173012","1065","Wijk 12 Yde"
"2832","WK173013","1920","Wijk 13 Tynaarlo"
"2833","WK173014","595","Wijk 14 Zeegse"
"2834","WK173015","710","Wijk 15 Zeijen"
"2835","WK073700","10095","Wijk 00 Burgum"
"2836","WK073701","3015","Wijk 01 Aldtsjerk"
"2837","WK073702","2950","Wijk 02 Mûnein"
"2838","WK073703","765","Wijk 03 Ryptsjerk"
"2839","WK073704","2250","Wijk 04 Tytsjerk"
"2840","WK073705","2270","Wijk 05 Earnewâld"
"2841","WK073706","1365","Wijk 06 Sumar"
"2842","WK073707","2515","Wijk 07 Eastermar"
"2843","WK073708","2275","Wijk 08 Noordburgum"
"2844","WK073709","5095","Wijk 09 Hurdegaryp"
"2845","WK045000","13400","Wijk 00 Uitgeest"
"2846","WK045115","1500","Wijk 15 Dorpscentrum"
"2847","WK045125","3310","Wijk 25 Thamerdal"
"2848","WK045135","7605","Wijk 35 Zijdelwaard"
"2849","WK045145","8640","Wijk 45 Legmeer"
"2850","WK045150","420","Wijk 50 Langs de Vuurlinie"
"2851","WK045155","225","Wijk 55 Veilinggebied"
"2852","WK045165","5550","Wijk 65 Meerwijk"
"2853","WK045175","255","Wijk 75 Bedrijventerrein"
"2854","WK045185","3795","Wijk 85 De Kwakel"
"2855","WK045190","275","Wijk 90 Glastuinbouwgebied"
"2856","WK045195","110","Wijk 95 Veenweidegebied"
"2857","WK018400","21960","Wijk 00 Urk"
"2858","WK034401","29710","Wijk 01 West"
"2859","WK034402","45220","Wijk 02 Noordwest"
"2860","WK034403","35255","Wijk 03 Overvecht"
"2861","WK034404","40600","Wijk 04 Noordoost"
"2862","WK034405","33510","Wijk 05 Oost"
"2863","WK034406","20190","Wijk 06 Binnenstad"
"2864","WK034407","28395","Wijk 07 Zuid"
"2865","WK034408","40830","Wijk 08 Zuidwest"
"2866","WK034409","49310","Wijk 09 Leidsche Rijn"
"2867","WK034410","51195","Wijk 10 Vleuten-De Meern"
"2868","WK158100","10680","Doorn"
"2869","WK158101","19000","Driebergen"
"2870","WK158102","7810","Leersum"
"2871","WK158103","6945","Amerongen"
"2872","WK158104","6115","Maarn"
"2873","WK098100","2615","Wijk 00 Vijlen-Lemiers"
"2874","WK098101","7505","Wijk 01 Vaals"
"2875","WK099400","7695","Wijk 00: Valkenburg"
"2876","WK099401","1570","Wijk 01: Houthem - Sint Gerlach"
"2877","WK099402","1415","Wijk 02: Schin op Geul - Oud-Valkenburg"
"2878","WK099403","1305","Wijk 03: Sibbe - IJzeren"
"2879","WK099404","4305","Wijk 04: Berg en Terblijt - Vilt"
"2880","WK099405","150","Wijk 05: Walem"
"2881","WK085800","20985","Wijk 00 Valkenswaard"
"2882","WK085801","9570","Wijk 01 Kloosterakkers en Dommelen"
"2883","WK085802","1155","Wijk 02 Borkel en Schaft"
"2884","WK004700","20000","Wijk 00 Veendam-kern"
"2885","WK004701","2045","Wijk 01 Veendam-buitengebied"
"2886","WK004702","5475","Wijk 02 Wildervank"
"2887","WK034500","5755","Centrum"
"2888","WK034501","17515","Noordoost"
"2889","WK034502","14280","Zuidoost"
"2890","WK034503","7210","Zuidwest"
"2891","WK034504","9585","Noordwest"
"2892","WK034505","15090","West"
"2893","WK071700","1665","Wijk 00 Veere"
"2894","WK071701","510","Wijk 01 Gapinge"
"2895","WK071702","1040","Wijk 02 Vrouwenpolder"
"2896","WK071703","1865","Wijk 03 Serooskerke"
"2897","WK071704","1765","Wijk 04 Domburg"
"2898","WK071705","2285","Wijk 05 Oostkapelle"
"2899","WK071706","1480","Wijk 06 Aagtekerke"
"2900","WK071707","1400","Wijk 07 Grijpskerke"
"2901","WK071708","1455","Wijk 08 Meliskerke"
"2902","WK071709","3480","Wijk 09 Koudekerke"
"2903","WK071710","880","Wijk 10 Biggekerke"
"2904","WK071711","1625","Wijk 11 Zoutelande"
"2905","WK071712","2610","Wijk 12 Westkapelle"
"2906","WK086100","28020","Wijk 00 Veldhoven"
"2907","WK086101","12890","Wijk 01 Noordelijk Woongebied"
"2908","WK086102","5915","Wijk 02 Oerle"
"2909","WK045300","4920","Wijk 00 Velsen-Zuid en Driehuis"
"2910","WK045301","9410","Wijk 01 IJmuiden-Noord"
"2911","WK045302","8500","Wijk 02 IJmuiden-Zuid"
"2912","WK045303","4430","Wijk 03 IJmuiden-West"
"2913","WK045304","10150","Wijk 04 Zee- en Duinwijk"
"2914","WK045305","5710","Wijk 05 Velsen-Noord"
"2915","WK045306","7245","Wijk 06 Santpoort-Noord"
"2916","WK045307","3360","Wijk 07 Santpoort-Zuid"
"2917","WK045308","15085","Wijk 08 Velserbroek"
"2918","WK045309","370","Wijk 09 Spaarndammerpolder"
"2919","WK098311","5310","Wijk 11 Venlo-Centrum"
"2920","WK098312","10405","Wijk 12 Venlo-Zuid"
"2921","WK098313","9860","Wijk 13 Venlo-Oost-Noord"
"2922","WK098314","7715","Wijk 14 Venlo-Noord"
"2923","WK098315","6035","Wijk 15 Venlo-Oost-Zuid"
"2924","WK098316","2485","Wijk 16 Het Ven"
"2925","WK098321","6750","Wijk 21 Blerick-Midden"
"2926","WK098322","6015","Wijk 22 Blerick-Noord"
"2927","WK098323","3055","Wijk 23 Blerick-Zuid"
"2928","WK098324","3705","Wijk 24 Vossener"
"2929","WK098325","3845","Wijk 25 Klingerberg"
"2930","WK098326","2890","Wijk 26 Hout-Blerick"
"2931","WK098327","890","Wijk 27 Boekend"
"2932","WK098328","835","Wijk 28 Trade-Port"
"2933","WK098331","9740","Wijk 31 Tegelen-Centrum"
"2934","WK098332","5455","Wijk 32 Op de Hei"
"2935","WK098335","3640","Wijk 35 Steyl"
"2936","WK098341","5535","Wijk 41 Velden"
"2937","WK098343","1055","Wijk 43 Lomm"
"2938","WK098344","2985","Wijk 44 Arcen"
"2939","WK098351","5575","Wijk 51 Belfeld"
"2940","WK098401","515","Heide"
"2941","WK098402","2375","Ysselsteyn"
"2942","WK098403","1090","Merselo"
"2943","WK098404","250","Vredepeel"
"2944","WK098405","210","Smakt"
"2945","WK098406","2510","Oostrum"
"2946","WK098407","1230","Oirlo"
"2947","WK098408","860","Castenray"
"2948","WK098409","555","Veulen"
"2949","WK098410","2215","Leunen"
"2950","WK098411","2330","Centrum"
"2951","WK098412","2505","Oost"
"2952","WK098413","3450","West"
"2953","WK098414","875","Vlakwater"
